id,loan_amnt,term,int_rate,grade,annual_inc,loan_status,purpose,dti,pub_rec,revol_util
376,10000, 36 months,7.9,A,46000,0,home_improvement,10.46,0,50.1
377,15000, 36 months,12.42,B,80000,0,debt_consolidation,5.61,0,53.7
378,9000, 36 months,6.62,A,45000,0,debt_consolidation,22.05,0,44
379,10000, 36 months,7.9,A,72500,0,credit_card,27.92,0,69.1
380,14000, 36 months,7.9,A,30000,0,debt_consolidation,15.2,0,62.3
381,8500, 36 months,14.27,C,50000,1,debt_consolidation,8.5,0,61.5
382,15000, 60 months,19.03,E,75000,0,debt_consolidation,2.82,0,75.9
383,4500, 36 months,15.96,C,65000,0,other,14.66,0,76.6
384,3000, 36 months,7.51,A,65000,0,major_purchase,27.91,0,56
385,10000, 36 months,9.91,B,120000,0,home_improvement,7.98,0,68.1
386,21250, 60 months,16.77,D,42500,0,debt_consolidation,19.93,0,62.7
387,7200, 36 months,15.27,C,54990,0,debt_consolidation,20.95,0,96
388,18000, 60 months,11.71,B,40000,1,debt_consolidation,18.18,0,68.8
389,23000, 36 months,7.9,A,137000,0,debt_consolidation,8.13,0,60.8
390,20000, 60 months,16.77,D,60000,1,debt_consolidation,9.46,0,41
391,7000, 36 months,8.9,A,46000,0,credit_card,7.9,0,76.5
392,21000, 36 months,12.69,B,135000,0,debt_consolidation,8.52,0,63
393,13000, 36 months,9.91,B,65000,0,credit_card,8.82,0,75.9
394,18000, 36 months,6.62,A,78000,0,debt_consolidation,6.35,0,25
395,7200, 36 months,6.03,A,60000,0,other,2.54,0,6
396,16500, 36 months,8.9,A,48000,0,credit_card,13.1,0,87.1
397,8125, 36 months,7.9,A,25000,0,debt_consolidation,24.34,0,63.6
398,18800, 36 months,7.51,A,82000,0,debt_consolidation,13.76,0,17.3
399,26800, 36 months,19.03,E,82000,0,credit_card,21.59,0,98
400,19200, 36 months,7.9,A,42000,0,debt_consolidation,19.66,0,72.2
401,12875, 60 months,17.58,D,27600,0,debt_consolidation,18.7,0,86.1
402,4000, 36 months,12.42,B,38000,0,credit_card,19.64,0,52.7
403,4000, 36 months,16.29,D,35000,0,debt_consolidation,9.22,0,83.5
404,12000, 36 months,9.91,B,33000,0,credit_card,18.8,0,74.9
405,2625, 36 months,11.71,B,52800,0,medical,14.52,0,65.2
406,7000, 36 months,9.91,B,73882,0,debt_consolidation,11.45,0,38.1
407,11300, 36 months,12.69,B,36000,0,credit_card,16.33,0,74.7
408,4000, 36 months,9.91,B,130000,0,debt_consolidation,10.05,0,85
409,8000, 36 months,6.03,A,57200,0,debt_consolidation,4.72,0,6.8
410,14400, 36 months,18.25,D,51871,1,debt_consolidation,7.82,0,79.3
411,4375, 36 months,12.42,B,15000,0,debt_consolidation,13.92,0,74.9
412,4100, 36 months,7.51,A,70197,0,credit_card,6.58,0,72.1
413,6000, 36 months,8.9,A,47000,0,other,14.43,0,31.4
414,4200, 60 months,17.27,D,43000,1,debt_consolidation,10.13,0,77
415,4000, 36 months,6.62,A,120000,0,home_improvement,3.89,0,24.4
416,3000, 36 months,10.65,B,86004,1,other,13.37,0,64.6
417,5400, 36 months,12.69,B,75000,0,car,8.8,0,68.7
418,15000, 36 months,16.29,D,110000,1,small_business,21.99,0,84.1
419,20000, 60 months,18.64,E,80000,0,debt_consolidation,23.47,0,88.5
420,10400, 36 months,12.69,B,44000,0,credit_card,19.91,0,90.1
421,4500, 60 months,17.58,D,51600,0,debt_consolidation,22.63,0,67.7
422,11500, 36 months,12.42,B,38500,0,credit_card,13.06,0,89.6
423,10000, 36 months,6.62,A,75000,0,home_improvement,24.85,0,5.9
424,18225, 60 months,13.49,C,37320,0,debt_consolidation,20.8,0,74.4
425,3600, 36 months,8.9,A,55000,0,debt_consolidation,5.48,0,65.9
426,18500, 60 months,11.71,B,100000,0,major_purchase,0.72,0,10.4
427,16800, 60 months,18.25,D,70000,0,credit_card,21.5,0,38.4
428,10000, 36 months,17.27,D,68000,1,debt_consolidation,17.15,0,92.5
429,15000, 36 months,18.25,D,66000,0,debt_consolidation,8.49,0,89.1
430,8000, 36 months,11.71,B,85000,0,major_purchase,10.22,0,35.7
431,25000, 60 months,16.77,D,83004,0,debt_consolidation,13.66,0,82.9
432,16000, 36 months,7.9,A,51000,1,debt_consolidation,24.66,0,81
433,8000, 36 months,10.65,B,55000,0,debt_consolidation,11.56,0,15.7
434,7200, 36 months,7.51,A,47000,0,debt_consolidation,19.74,0,83.5
435,12000, 36 months,7.51,A,86000,0,debt_consolidation,13.3,0,51.8
436,2200, 36 months,15.27,C,48000,1,debt_consolidation,5.47,0,83.7
437,28000, 60 months,12.42,B,85000,0,debt_consolidation,15.87,0,58.7
438,6000, 36 months,7.51,A,50000,0,debt_consolidation,23.86,0,62.4
439,8000, 60 months,8.9,A,51204,1,debt_consolidation,25.12,0,37.6
440,14400, 36 months,15.27,C,42996,0,debt_consolidation,0.98,0,7.7
441,20000, 60 months,19.03,E,60000,0,credit_card,18.06,0,97.4
442,14050, 36 months,8.9,A,120000,0,major_purchase,2.21,0,18.8
443,6000, 36 months,13.49,C,62691,0,major_purchase,3.16,0,94.4
444,10525, 36 months,7.9,A,49668,0,debt_consolidation,7.27,0,68.9
445,7200, 36 months,15.96,C,30000,0,debt_consolidation,5.2,0,94.2
446,18500, 60 months,10.65,B,40000,0,debt_consolidation,26.34,0,0.1
447,12000, 36 months,13.49,C,40000,0,debt_consolidation,16.2,0,74.4
448,12000, 36 months,11.71,B,100000,0,credit_card,6.58,0,79.6
449,3000, 36 months,11.71,B,56312,0,other,16.03,0,83.4
450,9500, 36 months,16.29,D,54011,0,debt_consolidation,18.51,0,79.5
451,19775, 36 months,12.42,B,49110.32,0,debt_consolidation,17.57,0,61.1
452,12000, 60 months,14.65,C,75000,1,credit_card,16.13,0,89.4
453,28000, 60 months,14.27,C,95000,0,debt_consolidation,9.46,0,68.1
454,30000, 36 months,12.42,B,80000,0,debt_consolidation,22.23,0,94
455,16000, 36 months,10.65,B,55000,0,debt_consolidation,13.33,0,89.7
456,14500, 36 months,14.65,C,90000,0,credit_card,5.24,0,46.7
457,11700, 60 months,14.65,C,68500,0,credit_card,18.17,0,39.8
458,4150, 36 months,10.65,B,100000,0,debt_consolidation,1.99,0,25
459,24000, 36 months,16.77,D,70000,0,credit_card,12.57,0,91.2
460,21250, 36 months,12.42,B,37000,1,other,14.27,0,69.3
461,10000, 36 months,14.27,C,75000,0,debt_consolidation,13.46,0,71.3
462,25000, 60 months,18.25,D,75000,0,debt_consolidation,10.58,0,72
463,4000, 36 months,15.96,C,39000,0,debt_consolidation,21.91,0,93.5
464,15000, 36 months,11.71,B,60000,0,debt_consolidation,8.86,0,70.8
465,20000, 60 months,13.49,C,68000,0,credit_card,9.09,0,79.3
466,15000, 60 months,17.58,D,110000,0,home_improvement,12.36,0,81.2
467,3600, 36 months,15.96,C,40000,0,moving,12.78,0,52.2
468,6000, 60 months,19.03,E,31000,0,debt_consolidation,20.13,0,93
469,15000, 36 months,15.27,C,60000,1,debt_consolidation,10.72,0,75.2
470,12000, 60 months,18.25,D,43000,0,credit_card,15.24,0,45.4
471,12375, 36 months,7.51,A,42000,0,debt_consolidation,28.06,0,52.1
472,4000, 36 months,12.69,B,30000,1,home_improvement,17.6,0,5.5
473,13000, 36 months,10.65,B,50000,0,debt_consolidation,20.11,0,40.6
474,5000, 36 months,6.62,A,39396,0,home_improvement,8.16,0,18.5
475,5000, 36 months,15.96,C,98000,0,credit_card,19.63,0,53.3
476,26000, 36 months,11.71,B,62500,0,credit_card,16.55,0,94.8
477,15000, 60 months,18.64,E,95000,0,credit_card,17.97,0,85.5
478,4000, 60 months,19.91,E,45000,1,house,15.2,1,22.4
479,8000, 36 months,7.9,A,32400,0,debt_consolidation,7.56,0,34.1
480,16000, 36 months,9.91,B,50000,0,debt_consolidation,15.1,0,66.2
481,20000, 60 months,9.91,B,114996,0,debt_consolidation,11.19,0,15.4
482,12000, 36 months,14.65,C,54400,1,debt_consolidation,13.81,0,60.2
483,7000, 36 months,11.71,B,72800,0,credit_card,24.64,0,84.1
484,8000, 60 months,20.3,E,42500,1,debt_consolidation,14.23,0,95
485,13000, 36 months,16.29,D,28000,1,debt_consolidation,12.9,0,93.3
486,20000, 60 months,21.28,F,120000,0,debt_consolidation,16.72,0,75.5
487,18000, 36 months,13.49,C,96000,0,debt_consolidation,16.4,0,46.6
488,10000, 36 months,16.29,D,83200,0,credit_card,17.03,0,92
489,22250, 60 months,15.27,C,45000,0,debt_consolidation,23.07,0,77.7
490,24000, 60 months,17.58,D,68809,1,debt_consolidation,21.29,0,25.3
491,11200, 36 months,12.42,B,75000,1,car,22.88,0,74.4
492,7000, 36 months,10.65,B,52000,0,other,18.16,0,94.8
493,8000, 36 months,6.03,A,57600,0,house,11.52,0,12.4
494,22500, 60 months,16.77,D,48500,0,credit_card,10.91,0,84.5
495,12000, 36 months,17.27,D,95000,0,debt_consolidation,11.1,0,88.5
496,22000, 36 months,14.65,C,58000,0,debt_consolidation,12.1,0,92.3
497,6200, 36 months,10.65,B,24000,0,credit_card,19.95,0,55.2
498,15900, 36 months,9.91,B,58000,0,debt_consolidation,21.72,0,64.5
499,16000, 36 months,6.62,A,104000,0,other,2.78,0,3.2
500,5000, 36 months,11.71,B,35000,0,car,4.01,0,61.8
501,3150, 36 months,15.27,C,53000,0,vacation,4.37,0,28.2
502,12000, 36 months,14.27,C,28000,1,credit_card,8.49,0,68.5
503,28000, 36 months,7.9,A,118000,1,home_improvement,5.29,0,24.8
504,5000, 36 months,12.42,B,40000,0,wedding,22.59,0,82.3
505,3000, 36 months,7.9,A,65000,1,other,4.89,0,85.3
506,8400, 36 months,6.62,A,25000,0,debt_consolidation,11.86,0,36.1
507,7000, 36 months,10.65,B,36000,0,debt_consolidation,24,0,72.8
508,28000, 60 months,12.42,B,84996,1,debt_consolidation,23.41,0,44.2
509,10000, 36 months,7.9,A,66000,0,debt_consolidation,12.42,0,89.4
510,25000, 36 months,19.42,E,92000,0,credit_card,21.68,0,84.5
511,8000, 36 months,11.71,B,70000,0,credit_card,20.21,0,92.1
512,16000, 60 months,18.25,D,49000,1,credit_card,18.39,0,94.5
513,25000, 36 months,11.71,B,76896,0,debt_consolidation,13.9,0,76
514,2000, 36 months,9.91,B,24000,0,other,13.5,1,64.2
515,16800, 36 months,14.65,C,60000,0,credit_card,14.52,0,96.9
516,8000, 36 months,8.9,A,120000,0,credit_card,10.52,0,60.6
517,12000, 60 months,12.69,B,57000,0,debt_consolidation,19.71,0,66.3
518,11000, 36 months,7.9,A,80000,1,credit_card,4.74,0,77.7
519,5000, 36 months,16.29,D,85000,1,medical,22.81,0,90
520,18000, 36 months,16.29,D,140000,0,debt_consolidation,21.8,0,90.2
521,10000, 36 months,12.69,B,36000,1,debt_consolidation,15.9,0,65.3
522,5000, 36 months,9.91,B,70000,0,credit_card,13.92,0,64.3
523,10000, 36 months,16.29,D,51360,0,credit_card,16.61,0,79.1
524,2400, 36 months,12.69,B,59393,0,medical,13.7,1,44.1
525,3000, 36 months,16.29,D,65000,1,other,15.16,0,60.2
526,7700, 36 months,16.77,D,29772.96,1,other,18.58,0,82.9
527,2400, 36 months,13.49,C,12996,0,other,4.71,0,96.7
528,5000, 36 months,10.65,B,44475,0,credit_card,17.11,0,70.4
529,14000, 36 months,17.58,D,88000,0,debt_consolidation,7.73,0,40.7
530,24500, 60 months,20.89,F,85000,1,credit_card,9.09,0,94.4
531,2400, 36 months,10.65,B,36000,0,major_purchase,15.7,0,82.6
532,1800, 36 months,12.42,B,117000,0,other,15.86,0,60.8
533,21400, 60 months,19.42,E,80000,0,credit_card,19.66,0,66.2
534,13000, 36 months,7.9,A,28000,1,credit_card,16.93,0,66.1
535,8000, 36 months,12.69,B,48000,0,car,15.33,0,38.5
536,3600, 36 months,12.69,B,60000,1,medical,19,1,13
537,9400, 36 months,9.91,B,45500,0,debt_consolidation,11.84,0,51.8
538,17000, 36 months,10.65,B,40000,0,debt_consolidation,18.63,0,80.1
539,30000, 60 months,19.03,E,80000,0,credit_card,26.82,0,85.1
540,10800, 36 months,14.27,C,110000,0,credit_card,2.67,0,69.1
541,6000, 36 months,7.9,A,59400,0,credit_card,19.17,0,76.2
542,10000, 36 months,10.65,B,36000,0,debt_consolidation,14,0,78.9
543,15000, 60 months,19.91,E,51000,0,credit_card,20.85,0,92.7
544,5000, 36 months,12.69,B,25000,0,other,20.54,0,97.3
545,7100, 36 months,14.65,C,33000,1,debt_consolidation,23.85,0,41.5
546,12000, 36 months,16.77,D,93000,0,credit_card,13.46,0,92.5
547,22400, 60 months,22.74,G,85000,1,credit_card,7.02,0,58.7
548,5825, 36 months,10.65,B,50000,0,debt_consolidation,13.25,0,89
549,22250, 36 months,12.69,B,41000,1,debt_consolidation,15.63,0,61.9
550,6000, 36 months,12.42,B,30000,0,credit_card,7.2,0,72.5
551,7650, 36 months,11.71,B,57000,1,debt_consolidation,23.96,0,63.4
552,20675, 60 months,15.27,C,50132,1,other,23.31,0,74.1
553,13200, 36 months,7.9,A,62500,0,debt_consolidation,12.06,0,55.8
554,12000, 36 months,7.51,A,60000,0,debt_consolidation,20.7,0,63.1
555,20000, 60 months,19.03,E,130000,0,debt_consolidation,9.06,1,90.6
556,15000, 36 months,6.03,A,60000,0,house,12.78,0,5.5
557,27050, 60 months,18.64,E,65000,0,debt_consolidation,19.75,0,80.2
558,22500, 60 months,17.27,D,67735,0,debt_consolidation,18.8,0,75.6
559,20500, 60 months,12.69,B,47800,1,debt_consolidation,28.32,0,52.2
560,12800, 36 months,12.42,B,99600,0,credit_card,19.95,0,89.8
561,27575, 36 months,10.65,B,54000,0,other,12.27,0,67.7
562,7000, 36 months,12.69,B,49000,0,debt_consolidation,14.42,0,97.4
563,29000, 60 months,12.42,B,65000,1,debt_consolidation,7.22,0,57.7
564,10000, 36 months,14.27,C,44160,0,moving,18.29,0,95.8
565,14125, 36 months,7.9,A,32000,0,debt_consolidation,22.54,0,60.8
566,12000, 36 months,6.62,A,94500,0,debt_consolidation,4.17,0,35.3
567,9575, 36 months,6.62,A,19498,0,credit_card,18.34,0,53.9
568,12000, 60 months,20.3,E,30000,0,debt_consolidation,18.76,0,98.6
569,12000, 36 months,15.96,C,88000,1,debt_consolidation,10.6,0,77.8
570,10000, 36 months,12.69,B,45000,0,credit_card,22.61,0,74.4
571,10000, 36 months,15.96,C,37500,0,debt_consolidation,19.46,0,59.5
572,24000, 36 months,9.91,B,120000,0,debt_consolidation,14.17,0,47.7
573,14575, 36 months,10.65,B,35000,0,credit_card,16.46,0,58.5
574,9000, 36 months,7.51,A,50000,0,debt_consolidation,4.44,0,34.1
575,10000, 36 months,13.49,C,30000,1,debt_consolidation,20.96,0,32
576,7125, 36 months,17.58,D,25279.67,0,credit_card,16.8,0,93.1
577,15000, 60 months,10.65,B,29000,0,debt_consolidation,15.14,0,81
578,13000, 36 months,13.49,C,65000,0,debt_consolidation,17.11,0,81.1
579,18000, 60 months,20.3,E,68000,0,credit_card,17.98,0,52.4
580,30000, 60 months,14.27,C,90000,0,small_business,19.12,0,49
581,21600, 36 months,17.27,D,58600,1,home_improvement,10.85,0,95.3
582,7000, 36 months,12.42,B,85000,0,credit_card,15.11,0,72.3
583,7000, 36 months,8.9,A,45000,0,debt_consolidation,24.48,0,71.1
584,3600, 36 months,17.27,D,44004,0,other,5.59,0,75.7
585,3500, 36 months,12.69,B,84996,0,major_purchase,5.36,0,45.7
586,5000, 36 months,8.9,A,33000,0,medical,16.47,0,29.7
587,10000, 36 months,11.71,B,60000,0,debt_consolidation,17.3,0,87.2
588,4500, 36 months,13.49,C,19200,0,credit_card,19.56,0,67.8
589,12000, 36 months,11.71,B,62000,0,debt_consolidation,6.74,0,90.9
590,12000, 60 months,19.03,E,38500,0,debt_consolidation,10.91,0,85
591,10700, 36 months,12.42,B,68000,0,debt_consolidation,16.41,0,66.6
592,6000, 36 months,10.65,B,30000,0,credit_card,19.36,0,78.6
593,20000, 36 months,7.9,A,50000,0,wedding,12.84,0,39.8
594,10800, 60 months,16.77,D,23000,0,debt_consolidation,11.22,0,64.2
595,25000, 60 months,19.03,E,50400,0,debt_consolidation,20.67,0,61.5
596,20000, 60 months,14.27,C,110000,0,debt_consolidation,10.3,0,79.8
597,3600, 36 months,13.49,C,40000,0,vacation,12.99,0,83.1
598,6000, 36 months,8.9,A,83954,0,debt_consolidation,17.48,0,78.1
599,10375, 36 months,14.27,C,35000,0,credit_card,22.39,0,65.9
600,25000, 36 months,8.9,A,60000,0,debt_consolidation,25.4,0,68.7
601,10000, 36 months,16.29,D,40000,0,debt_consolidation,19.98,0,78.7
602,6000, 36 months,12.42,B,92000,0,car,10.6,0,82.5
603,8000, 36 months,7.9,A,75000,0,debt_consolidation,8.7,0,55.4
604,10000, 36 months,11.71,B,45000,0,debt_consolidation,12.48,0,48.1
605,11000, 36 months,7.51,A,48000,0,debt_consolidation,24.1,0,62.3
606,5000, 36 months,9.91,B,110000,0,debt_consolidation,6.38,0,70.3
607,6500, 36 months,10.65,B,30600,0,debt_consolidation,13.45,0,62.9
608,20000, 60 months,20.3,E,69000,0,credit_card,18.02,0,89.6
609,12000, 36 months,12.69,B,45000,0,debt_consolidation,8.85,0,70
610,8250, 60 months,19.91,E,27500,1,wedding,20.25,0,79.7
611,8400, 36 months,16.77,D,32000,0,credit_card,16.95,0,74.9
612,7000, 36 months,12.69,B,37500,0,debt_consolidation,21.38,0,73.9
613,12000, 36 months,12.42,B,60000,1,car,6.3,0,78.7
614,7200, 36 months,11.71,B,33000,1,credit_card,12.69,0,70.3
615,12000, 36 months,10.65,B,70000,0,debt_consolidation,26.06,0,60.1
616,12800, 60 months,14.27,C,75000,0,credit_card,16.75,0,67
617,3050, 36 months,9.91,B,16800,0,car,3.5,0,86.3
618,9000, 36 months,14.65,C,38000,0,debt_consolidation,19.55,0,92.2
619,10000, 36 months,11.71,B,35000,1,debt_consolidation,11.79,0,78.2
620,10000, 36 months,9.91,B,95000,0,debt_consolidation,18.37,0,31.2
621,10000, 36 months,14.27,C,77400,1,credit_card,20.05,0,87.6
622,8500, 36 months,16.29,D,61000,0,debt_consolidation,11.76,0,83.9
623,7200, 60 months,13.49,C,67000,0,debt_consolidation,11.84,0,79.9
624,21000, 60 months,14.27,C,90000,0,credit_card,8.76,0,82.2
625,27000, 36 months,9.91,B,140000,0,debt_consolidation,7.44,0,27.2
626,28625, 60 months,20.3,E,55000,0,debt_consolidation,21.25,0,95.9
627,4000, 36 months,14.27,C,32400,0,debt_consolidation,5.41,1,65.9
628,7300, 36 months,11.71,B,50000,0,other,12.79,0,37.3
629,18000, 36 months,8.9,A,70000,0,credit_card,17.76,0,34.3
630,5000, 36 months,11.71,B,35000,0,other,19.37,0,35.5
631,10000, 36 months,14.27,C,115000,0,home_improvement,24.34,0,71.2
632,3000, 36 months,7.9,A,45000,0,debt_consolidation,19.39,0,63.2
633,10000, 36 months,14.65,C,36000,0,credit_card,9.6,0,57.2
634,12000, 36 months,7.9,A,26000,0,credit_card,12.83,0,61
635,10000, 36 months,17.27,D,80000,0,small_business,5.73,0,91
636,11000, 36 months,8.9,A,50000,0,debt_consolidation,14.09,0,74.8
637,10000, 36 months,15.27,C,55000,0,small_business,0.89,0,18.1
638,5000, 36 months,6.62,A,55000,0,debt_consolidation,4.12,0,47.1
639,5000, 36 months,6.03,A,64424,0,other,0.93,0,0.7
640,5000, 36 months,8.9,A,56000,0,debt_consolidation,15.47,0,79
641,6000, 36 months,14.27,C,30000,1,credit_card,15.68,0,96.9
642,5000, 36 months,14.27,C,111740,0,vacation,20.62,0,93.1
643,20050, 36 months,17.58,D,67500,0,credit_card,24.84,0,81.1
644,7000, 36 months,16.77,D,41000,1,wedding,20.31,0,97.8
645,25000, 36 months,10.65,B,120000,0,debt_consolidation,6.17,0,54.3
646,3000, 36 months,12.69,B,30000,1,debt_consolidation,15.4,0,94.8
647,8400, 36 months,17.27,D,41500,0,credit_card,15.07,0,77.4
648,24925, 60 months,23.91,G,60000,0,credit_card,17.74,0,98.9
649,12000, 60 months,14.27,C,80000,0,credit_card,6.51,0,78.7
650,12000, 36 months,12.42,B,42000,0,credit_card,21.49,0,67.5
651,13200, 36 months,11.71,B,41600,1,debt_consolidation,9.55,0,77.6
652,6000, 36 months,6.03,A,48000,0,major_purchase,15.25,0,15.3
653,10000, 36 months,6.62,A,50000,0,credit_card,13.42,0,38.6
654,17500, 60 months,12.42,B,70000,0,credit_card,16.7,0,67.3
655,6500, 36 months,10.65,B,53000,0,debt_consolidation,20.81,0,80.3
656,10000, 36 months,7.51,A,65000,0,small_business,8.55,0,12.8
657,12000, 36 months,9.91,B,85000,0,debt_consolidation,10.38,0,45.3
658,10000, 36 months,14.27,C,55000,0,debt_consolidation,22.1,0,54.3
659,12375, 36 months,14.27,C,36000,0,credit_card,23.03,0,91.3
660,10000, 36 months,10.65,B,26000,0,debt_consolidation,9.78,0,61
661,20000, 60 months,18.25,D,70000,1,small_business,18.41,0,71.2
662,4400, 36 months,19.03,E,80000,0,small_business,2.65,0,99.1
663,25000, 36 months,13.49,C,80000,0,debt_consolidation,14.65,0,71.7
664,13600, 60 months,12.69,B,62000,0,debt_consolidation,11.98,0,53.5
665,20000, 60 months,12.69,B,50000,0,credit_card,27.67,0,76.1
666,18000, 36 months,13.49,C,66000,1,debt_consolidation,12.87,0,42.9
667,13000, 60 months,16.77,D,80000,0,debt_consolidation,4.96,0,84.5
668,7200, 36 months,13.49,C,60000,0,debt_consolidation,22.22,0,50.6
669,4000, 36 months,12.69,B,80000,0,other,21.66,0,97.3
670,7000, 36 months,7.51,A,31000,0,credit_card,26.86,0,44.1
671,15000, 36 months,13.49,C,90000,0,other,6.93,0,71.8
672,7200, 36 months,7.9,A,34000,0,debt_consolidation,17.51,1,48.8
673,13000, 36 months,17.27,D,36000,0,debt_consolidation,10.9,0,80.9
674,28000, 36 months,7.9,A,65000,0,credit_card,14.64,0,36.2
675,12000, 36 months,9.91,B,35000,0,debt_consolidation,15.87,0,57.6
676,16000, 60 months,17.58,D,50000,1,debt_consolidation,21.14,0,70.5
677,14000, 36 months,8.9,A,62004,0,other,9.08,0,69.9
678,11500, 36 months,11.71,B,74000,0,debt_consolidation,7.96,0,84.1
679,10500, 36 months,14.65,C,42000,0,debt_consolidation,10.77,0,52.2
680,14400, 36 months,12.42,B,48000,0,credit_card,20.68,0,42.6
681,16000, 36 months,9.91,B,65000,0,debt_consolidation,10.36,0,94.3
682,5375, 36 months,9.91,B,15360,0,debt_consolidation,16.25,0,27.3
683,12000, 36 months,13.49,C,61000,0,credit_card,17.67,0,90.3
684,12000, 36 months,7.51,A,83000,1,debt_consolidation,8.36,0,82.7
685,17000, 36 months,6.03,A,120000,0,small_business,8.94,0,4.1
686,30000, 60 months,19.03,E,106000,0,credit_card,15.72,0,74.2
687,13000, 36 months,20.3,E,42000,1,debt_consolidation,7.69,0,99.5
688,7125, 36 months,7.51,A,30000,1,debt_consolidation,18.12,0,68
689,8000, 36 months,14.65,C,72100,0,debt_consolidation,6.71,0,92.7
690,12500, 36 months,11.71,B,58000,0,debt_consolidation,17.32,0,79.3
691,10000, 36 months,14.27,C,40000,0,car,18.69,0,87.5
692,14000, 36 months,10.65,B,48880,0,credit_card,21.95,0,73.7
693,7500, 36 months,6.03,A,48000,0,debt_consolidation,5.08,0,30.8
694,19200, 36 months,9.91,B,40000,0,debt_consolidation,11.37,0,67.6
695,9000, 36 months,11.71,B,110000,0,debt_consolidation,13.06,0,65.2
696,16000, 60 months,17.27,D,60000,0,credit_card,11.98,0,80.8
697,20000, 36 months,8.9,A,65000,0,credit_card,14.99,0,44.5
698,9000, 36 months,13.49,C,50000,0,debt_consolidation,1.99,0,42.4
699,9600, 36 months,7.51,A,55000,1,debt_consolidation,27.34,0,74.8
700,12000, 60 months,12.69,B,63000,1,debt_consolidation,20.67,0,64.1
701,1000, 36 months,13.49,C,35100,0,small_business,6.19,0,73.1
702,15000, 36 months,15.27,C,38000,1,credit_card,13.83,0,91.8
703,12000, 36 months,16.77,D,38000,0,debt_consolidation,21.32,0,82.5
704,14000, 36 months,8.9,A,108000,0,credit_card,27.86,0,44.8
705,15600, 60 months,15.96,C,43000,0,debt_consolidation,7.56,0,64.3
706,10000, 36 months,10.65,B,45000,0,debt_consolidation,11.41,0,88
707,7200, 36 months,12.69,B,23000,0,other,20.19,0,59.7
708,22250, 60 months,15.27,C,47532,1,debt_consolidation,23.76,0,58.1
709,11000, 36 months,9.91,B,32000,0,debt_consolidation,23.66,0,39
710,9600, 36 months,8.9,A,55000,0,credit_card,17.02,0,66.6
711,10000, 36 months,16.77,D,35000,0,debt_consolidation,18.55,0,53.7
712,11000, 36 months,9.91,B,74000,0,wedding,18.24,0,81.6
713,5000, 36 months,7.51,A,30000,0,credit_card,18.72,0,28.7
714,6000, 36 months,11.71,B,37000,1,small_business,6.68,0,88.6
715,3000, 36 months,13.49,C,105000,0,debt_consolidation,7.25,0,79.6
716,8200, 60 months,16.77,D,42000,1,credit_card,5.06,0,90
717,17000, 36 months,12.42,B,80000,0,credit_card,16.65,0,81.2
718,5000, 36 months,10.65,B,35000,0,car,13.92,0,30.5
719,6400, 36 months,8.9,A,23000,0,debt_consolidation,10.75,0,89.8
720,13000, 36 months,16.29,D,50000,0,debt_consolidation,8.33,0,98
721,18000, 60 months,11.71,B,36000,0,debt_consolidation,22.03,0,68.9
722,16000, 60 months,15.27,C,60000,0,debt_consolidation,17.7,0,57.7
723,13200, 60 months,17.27,D,40000,0,credit_card,24.36,0,61
724,10000, 36 months,16.77,D,38200,0,credit_card,17.09,0,75.5
725,15000, 60 months,15.96,C,37000,1,credit_card,20.14,0,83.7
726,5000, 36 months,14.27,C,56000,0,debt_consolidation,10.03,0,90.2
727,7200, 36 months,7.9,A,38000,0,credit_card,14.34,0,70.7
728,15000, 36 months,7.9,A,43000,0,debt_consolidation,19.4,0,60.3
729,15700, 60 months,19.42,E,60000,1,debt_consolidation,9.12,0,89.9
730,5000, 60 months,21.28,F,46000,0,debt_consolidation,6.1,0,91
731,9600, 36 months,11.71,B,105000,0,debt_consolidation,10.19,0,93.9
732,16000, 60 months,19.91,E,107000,0,debt_consolidation,6.47,0,68.4
733,12000, 60 months,17.58,D,78000,1,debt_consolidation,13.18,0,45.2
734,6000, 36 months,10.65,B,24000,0,debt_consolidation,11.75,0,49.6
735,6000, 36 months,14.65,C,57600,0,other,23.42,0,52.9
736,7150, 36 months,12.69,B,50000,0,credit_card,24.6,0,70.8
737,13000, 60 months,19.42,E,55000,1,credit_card,19.09,0,47.8
738,8000, 36 months,15.27,C,108000,1,house,12.48,0,81.8
739,7000, 36 months,8.9,A,97600,0,credit_card,7.97,0,91.8
740,12000, 36 months,6.62,A,70800,0,debt_consolidation,7.76,0,61.9
741,10400, 36 months,14.65,C,45000,0,credit_card,11.31,0,61.9
742,12000, 36 months,12.69,B,60000,0,credit_card,18.38,0,89.5
743,16000, 36 months,16.29,D,74000,0,credit_card,15.84,0,85.7
744,4500, 36 months,10.65,B,91500,0,credit_card,11.67,0,48.5
745,5000, 36 months,12.42,B,42500,0,debt_consolidation,16.69,0,83.2
746,3600, 36 months,16.29,D,45000,0,major_purchase,22.05,0,99.3
747,21000, 36 months,13.49,C,103000,0,debt_consolidation,12.41,0,86.2
748,7000, 36 months,14.27,C,42000,0,small_business,11.09,0,9.3
749,27575, 60 months,12.69,B,63000,0,debt_consolidation,19.92,0,50.2
750,15000, 36 months,7.9,A,35000,0,debt_consolidation,17.73,0,61.3
751,2250, 36 months,13.49,C,16000,0,credit_card,18.75,0,61.2
752,17050, 36 months,12.42,B,53000,0,debt_consolidation,23.64,0,59.4
